timestamp,offset_m,curvature_m,confidence,steering_cmd,throttle_cmd,left_pixels,right_pixels
1775622548.838,0.0024,144.87,1.00,0.0000,0.000,18079,10263
1775622548.873,0.0031,81.80,1.00,0.0000,0.000,18033,10153
1775622548.909,0.0030,103.13,1.00,0.0000,0.000,17999,10080
1775622548.946,0.0027,147.89,1.00,0.0000,0.000,18046,10240
1775622548.984,0.0027,651.39,1.00,0.0000,0.000,18022,9719
1775622549.022,0.0028,89.12,1.00,0.0000,0.000,17856,10162
1775622549.058,0.0028,141.85,1.00,0.0000,0.000,18220,9523
1775622549.094,0.0026,212.32,1.00,0.0000,0.000,17805,10154
1775622549.129,0.0026,345.25,1.00,0.0000,0.000,18115,9726
1775622549.164,0.0026,305.30,1.00,0.0000,0.000,17882,9831
1775622549.202,0.0022,143.74,1.00,0.0000,0.000,17873,9401
1775622549.239,0.0020,73.14,1.00,0.0000,0.000,18158,10152
1775622549.274,0.0022,480.38,1.00,0.0000,0.000,18034,9973
1775622549.308,0.0023,481.14,1.00,0.0000,0.000,18065,9910
1775622549.343,0.0028,144.91,1.00,0.0000,0.000,17923,10245
1775622549.378,0.0027,118.46,1.00,0.0000,0.000,17820,10166
1775622549.429,0.0027,382.77,1.00,0.0000,0.000,17918,10218
1775622549.466,0.0024,392.19,1.00,0.0000,0.000,17974,9335
1775622549.503,0.0025,276.97,1.00,0.0000,0.000,18190,10280
1775622549.537,0.0025,65.61,1.00,0.0000,0.000,17865,9554
1775622549.574,0.0026,218.50,1.00,0.0000,0.000,18057,10128
1775622549.610,0.0025,113.98,1.00,0.0000,0.000,18004,9699
1775622549.651,0.0024,561.80,1.00,0.0000,0.000,17899,10089
1775622549.689,0.0022,209.05,1.00,0.0000,0.000,17794,9472
1775622549.724,0.0028,98.40,1.00,0.0000,0.000,17983,10029
1775622549.759,0.0025,2446.20,1.00,0.0000,0.000,18200,9409
1775622549.797,0.0024,344.97,1.00,0.0000,0.000,17964,9698
1775622549.833,0.0024,576.49,1.00,0.0000,0.000,17736,10172
1775622549.871,0.0024,63.05,1.00,0.0000,0.000,18100,9842
1775622549.906,0.0027,129.29,1.00,0.0000,0.000,18002,10335
1775622549.941,0.0023,104.74,1.00,0.0000,0.000,17801,10020
1775622549.977,0.0022,51.88,1.00,0.0000,0.000,18267,10073
1775622550.013,0.0026,144.38,1.00,0.0000,0.000,17982,9866
1775622550.049,0.0023,481.63,1.00,0.0000,0.000,17833,9963
1775622550.091,0.0028,138.94,1.00,0.0000,0.000,17937,9759
1775622550.125,0.0027,70.16,1.00,0.0000,0.000,18146,10241
1775622550.159,0.0025,115.81,1.00,0.0000,0.000,18096,10012
1775622550.196,0.0025,123.99,1.00,0.0000,0.000,17884,9619
1775622550.231,0.0027,71.11,1.00,0.0000,0.000,17944,9685
1775622550.266,0.0024,165.79,1.00,0.0000,0.000,17904,9891
1775622550.302,0.0027,109.85,1.00,0.0000,0.000,17952,9668
1775622550.342,0.0027,75.17,1.00,0.0000,0.000,18042,9793
1775622550.377,0.0030,77.14,1.00,0.0000,0.000,17671,9978
1775622550.412,0.0026,99.99,1.00,0.0000,0.000,17923,10331
1775622550.449,0.0030,460.25,1.00,0.0000,0.000,18058,10017
1775622550.485,0.0028,1889.88,1.00,0.0000,0.000,18054,10015
1775622550.523,0.0026,631.55,1.00,0.0000,0.000,17854,9967
1775622550.561,0.0026,103.18,1.00,0.0000,0.000,17851,9579
1775622550.597,0.0022,92.30,1.00,0.0000,0.000,17673,9660
1775622550.632,0.0024,150.86,1.00,0.0000,0.000,17853,10095
1775622550.668,0.0027,272.50,1.00,0.0000,0.000,18124,10104
1775622550.702,0.0027,94.42,1.00,0.0000,0.000,17973,10066
1775622550.741,0.0026,200.02,1.00,0.0000,0.000,17857,10259
1775622550.781,0.0021,90.91,1.00,0.0000,0.000,18251,10191
1775622550.818,0.0027,286.67,1.00,0.0000,0.000,18095,10164
1775622550.854,0.0028,103.43,1.00,0.0000,0.000,17890,9741
1775622550.894,0.0026,167.22,1.00,0.0000,0.000,18101,10381
1775622550.931,0.0025,188.79,1.00,0.0000,0.000,17991,10363
1775622550.967,0.0021,287.20,1.00,0.0000,0.000,17957,9609
1775622551.005,0.0022,155.16,1.00,0.0000,0.000,17978,10088
1775622551.041,0.0021,179.88,1.00,0.0000,0.000,17755,10158
1775622551.082,0.0027,215.50,1.00,0.0000,0.000,18088,10102
1775622551.120,0.0019,64.93,1.00,0.0000,0.000,18363,9402
1775622551.156,0.0027,161.75,1.00,0.0000,0.000,17754,10136
1775622551.192,0.0017,139.01,1.00,0.0000,0.000,17916,9555
1775622551.230,0.0022,207.78,1.00,0.0000,0.000,18076,9800
1775622551.268,0.0022,522.12,1.00,0.0000,0.000,17940,10306
1775622551.316,0.0022,141.47,1.00,0.0000,0.000,17995,9640
1775622551.353,0.0024,426.96,1.00,0.0000,0.000,17965,10352
1775622551.388,0.0025,280.59,1.00,0.0000,0.000,17981,9660
1775622551.433,0.0025,158.86,1.00,0.0000,0.000,17972,10153
1775622551.472,0.0028,1071.21,1.00,0.0000,0.000,18012,10046
1775622551.508,0.0026,197.38,1.00,0.0000,0.000,18232,9871
1775622551.546,0.0029,872.96,1.00,0.0000,0.000,18007,10092
1775622551.582,0.0028,120.54,1.00,0.0000,0.000,18125,9862
1775622551.619,0.0025,64.73,1.00,0.0000,0.000,17911,9498
1775622551.655,0.0024,218.03,1.00,0.0000,0.000,17982,10026
1775622551.692,-0.0241,112.64,1.00,0.0000,0.000,17936,12311
1775622551.731,-0.0321,104.89,1.00,0.0000,0.000,17833,12262
1775622551.767,-0.0075,203.01,1.00,0.0000,0.000,17874,10206
1775622551.807,-0.0009,334.70,1.00,0.0000,0.000,17744,9639
1775622551.843,0.0018,315.44,1.00,0.0000,0.000,18056,10051
1775622551.879,0.0025,81.47,1.00,0.0000,0.000,17909,9785
1775622551.916,0.0023,303.20,1.00,0.0000,0.000,18063,9585
1775622551.952,0.0029,81.60,1.00,0.0000,0.000,17933,9772
1775622551.988,0.0026,98.30,1.00,0.0000,0.000,17939,9971
1775622552.034,0.0028,97.02,1.00,0.0000,0.000,18098,10241
1775622552.086,0.0025,83.35,1.00,0.0000,0.000,17974,9829
1775622552.123,0.0024,529.68,1.00,0.0000,0.000,17927,10035
1775622552.161,0.0022,155.09,1.00,0.0000,0.000,18051,9908
1775622552.198,0.0020,74.21,1.00,0.0000,0.000,17928,9941
1775622552.234,0.0022,82.48,1.00,0.0000,0.000,18147,9681
1775622552.269,0.0024,642.08,1.00,0.0000,0.000,17877,10173
1775622552.305,0.0023,640.24,1.00,0.0000,0.000,17996,9936
1775622552.343,0.0026,75.18,1.00,0.0000,0.000,17972,10118
1775622552.380,0.0020,530.34,1.00,0.0000,0.000,17969,9462
1775622552.418,0.0016,61.03,1.00,0.0000,0.000,17886,10259
1775622552.466,0.0025,256.02,1.00,0.0000,0.000,17926,9909
1775622552.502,0.0024,278.19,1.00,0.0000,0.000,18067,9878
1775622552.539,0.0026,97.98,1.00,0.0000,0.000,17976,9711
1775622552.576,0.0024,142.50,1.00,0.0000,0.000,17958,9435
1775622552.615,0.0029,46.02,1.00,0.0000,0.000,18030,10031
1775622552.650,0.0031,205.71,1.00,0.0000,0.000,17917,9869
1775622552.698,0.0028,191.70,1.00,0.0000,0.000,18036,10259
1775622552.734,0.0023,45.26,1.00,0.0000,0.000,18269,10244
1775622552.769,0.0018,27.77,1.00,0.0000,0.000,18305,9843
1775622552.805,0.0023,54.68,1.00,0.0000,0.000,18188,9576
1775622552.841,0.0022,76.22,1.00,0.0000,0.000,18167,9664
1775622552.880,0.0025,278.60,1.00,0.0000,0.000,17969,10089
1775622552.919,0.0024,1682.37,1.00,0.0000,0.000,18119,9804
1775622552.957,0.0024,296.19,1.00,0.0000,0.000,17904,10062
1775622552.994,0.0027,99.63,1.00,0.0000,0.000,17993,9759
1775622553.029,0.0023,2139.75,1.00,0.0000,0.000,17896,10481
1775622553.063,0.0020,39.93,1.00,0.0000,0.000,18072,9467
1775622553.106,0.0027,629.82,1.00,0.0000,0.000,18036,9930
1775622553.147,0.0022,351.86,1.00,0.0000,0.000,17949,9525
1775622553.182,0.0023,632.87,1.00,0.0000,0.000,18074,9905
1775622553.219,0.0026,119.64,1.00,0.0000,0.000,18065,9807
1775622553.255,0.0024,288.54,1.00,0.0000,0.000,17955,9513
1775622553.295,0.0024,343.28,1.00,0.0000,0.000,17999,9714
1775622553.332,0.0025,57.45,1.00,0.0000,0.000,17836,10011
1775622553.368,0.0023,164.35,1.00,0.0000,0.000,17876,9672
1775622553.404,0.0025,5567.85,1.00,0.0000,0.000,17861,9719
1775622553.439,0.0026,98.70,1.00,0.0000,0.000,17908,10190
1775622553.475,0.0029,59.61,1.00,0.0000,0.000,17918,10060
1775622553.512,0.0031,225.11,1.00,0.0000,0.000,18012,9705
1775622553.548,0.0026,742.05,1.00,0.0000,0.000,17709,9942
1775622553.586,0.0025,692.06,1.00,0.0000,0.000,17714,9761
1775622553.626,0.0023,1953.38,1.00,0.0000,0.000,17814,9670
1775622553.662,0.0022,628.13,1.00,0.0000,0.000,17808,9180
1775622553.698,0.0020,352.28,1.00,0.0000,0.000,17923,9336
1775622553.735,0.0025,703.19,1.00,0.0000,0.000,17903,9708
1775622553.772,0.0028,89.35,1.00,0.0000,0.000,18036,10235
1775622553.813,0.0025,116.91,1.00,0.0000,0.000,18000,9789
1775622553.850,0.0024,191.68,1.00,0.0000,0.000,17918,10278
1775622553.887,0.0026,273.11,1.00,0.0000,0.000,18023,10153
1775622553.922,0.0023,211.95,1.00,0.0000,0.000,18266,9501
1775622553.959,0.0025,343.05,1.00,0.0000,0.000,18090,10145
1775622553.993,0.0026,100.91,1.00,0.0000,0.000,17913,9323
1775622554.028,0.0026,63.37,1.00,0.0000,0.000,17859,9946
1775622554.064,0.0025,84.88,1.00,0.0000,0.000,17939,9628
1775622554.099,0.0024,64.62,1.00,0.0000,0.000,17783,9536
1775622554.136,0.0026,79.74,1.00,0.0000,0.000,18130,10256
1775622554.173,0.0021,522.43,1.00,0.0000,0.000,17994,9267
1775622554.209,0.0017,198.51,1.00,0.0000,0.000,17902,9569
1775622554.244,0.0024,124.33,1.00,0.0000,0.000,17909,9664
1775622554.280,0.0021,71.08,1.00,0.0000,0.000,17695,9502
1775622554.315,0.0022,356.13,1.00,0.0000,0.000,17930,9658
1775622554.351,0.0027,63.01,1.00,0.0000,0.000,18002,10075
1775622554.387,0.0031,38.82,1.00,0.0000,0.000,17648,9825
1775622554.424,0.0026,38.86,1.00,0.0000,0.000,17654,9542
